"CTY","JJJ","Val"
"PSE","jcafe",-0.13
"PSE","jcott",-0.2688
"PSE","jteas",-0.13
"PSE","jothr",-0.0969
"PSE","Shrimp",-0.153465941418785
"PSE","Crust",-0.153465941418785
"PSE","Salmon",-0.154400873938869
"PSE","Tuna",-0.155335806458954
"PSE","Cobswf",-0.155803272718996
"PSE","Eelstg",-0.156270738979039
"PSE","Tilapia",-0.156738205239081
"PSE","Pangas",-0.157205671499123
"PSE","Carp",-0.157673137759166
"PSE","Mullet",-0.158140604019208
"PSE","OFrshD",-0.15860807027925
"PSE","OCarp",-0.159075536539293
"PSE","OPelag",-0.159543002799335
"PSE","OMarn",-0.160010469059377
"RAP","jbeef",0.07
"RAP","jpork",0.02
"RAP","jlamb",0.07
"RAP","jpoul",0.02
"RAP","jeggs",0.1
"RAP","jmilk",-0.11
"RAP","jbarl",0.07
"RAP","jmaiz",0.13
"RAP","jmill",0.07
"RAP","jrice",0.07
"RAP","jsorg",0.07
"RAP","jwhea",0.07
"RAP","jocer",0.07
"RAP","jbean",0.0746
"RAP","jchkp",0.0746
"RAP","jcowp",0.0746
"RAP","jlent",0.0746
"RAP","jpigp",0.0746
"RAP","jopul",0.0746
"RAP","jbana",0.1
"RAP","jplnt",0.1
"RAP","jsubf",0.1
"RAP","jtemf",0.1
"RAP","jvege",0.1
"RAP","jsugr",0.2
"RAP","jgrnd",0.0746
"RAP","jgdnt",0.0746
"RAP","jgdol",0.18
"RAP","jgdml",0.18
"RAP","jrpol",0.18
"RAP","jrpml",0.18
"RAP","jsbol",0.18
"RAP","jsbml",0.18
"RAP","jsfol",0.18
"RAP","jsfml",0.18
"RAP","jplol",0.18
"RAP","jpkol",0.18
"RAP","jpkml",0.18
"RAP","jtool",0.18
"RAP","jtoml",0.18
"RAP","jcoco",0.1
"RAP","jcafe",0.1
"RAP","jcott",0.2068
"RAP","jteas",0.1
"RAP","jothr",0.0746
"RAP","Shrimp",-0.144116616217938
"RAP","Crust",-0.144116616217938
"RAP","Salmon",-0.145051548738023
"RAP","Tuna",-0.145986481258107
"RAP","Cobswf",-0.14645394751815
"RAP","Eelstg",-0.146921413778192
"RAP","Tilapia",-0.147388880038234
"RAP","Pangas",-0.147856346298277
"RAP","Carp",-0.148323812558319
"RAP","Mullet",-0.148791278818361
"RAP","OFrshD",-0.149258745078404
"RAP","OCarp",-0.149726211338446
"RAP","OPelag",-0.150193677598488
"RAP","OMarn",-0.150661143858531
"ROU","jbeef",0.13197405604212
"ROU","jpork",0.01713498502693
"ROU","jlamb",0.14140443815786
"ROU","jpoul",0.40014588781909
"ROU","jeggs",0.00805424075428007
"ROU","jmilk",0.00859085347854993
"ROU","jbarl",7.15169784992753E-6
"ROU","jmaiz",7.69392840993532E-6
"ROU","jrice",0.01071406139431
"ROU","jwhea",6.79887847621075E-6
"ROU","jocer",1.04671390899203E-5
"ROU","jpota",0.10451378489025
"ROU","jtemf",0.0698634573396599
"ROU","jsugc",0.00257735710249007
"ROU","jsugb",0.00257735710249007
"ROU","jsugr",0.00257735710249007
"ROU","jsugrc",0.00257735710249007
"ROU","jsugrb",0.00257735710249007
"ROU","jgdol",-0.09
"ROU","jgdml",-0.09
"ROU","jrpsd",0.000331113845019937
"ROU","jrpnt",0.000331113845019937
"ROU","jrpol",-0.09
"ROU","jrpml",-0.09
"ROU","jsoyb",0.000278732293869988
"ROU","jsbnt",0.000278732293869988
"ROU","jsbol",-0.09
"ROU","jsbml",-0.09
"ROU","jsnfl",0.000346721511260029
"ROU","jsfnt",0.000346721511260029
"ROU","jsfol",-0.09
"ROU","jsfml",-0.09
"ROU","jpkol",-0.09
"ROU","jpkml",-0.09
"ROU","jtool",-0.09
"ROU","jtoml",-0.09
"ROU","Shrimp",-0.125885432076287
"ROU","Crust",-0.125885432076287
"ROU","Salmon",-0.126820364596372
"ROU","Tuna",-0.127755297116456
"ROU","Cobswf",-0.128222763376499
"ROU","Eelstg",-0.128690229636541
"ROU","Tilapia",-0.129157695896583
"ROU","Pangas",-0.129625162156626
"ROU","Carp",-0.130092628416668
"ROU","Mullet",-0.13056009467671
"ROU","OFrshD",-0.131027560936753
"ROU","OCarp",-0.131495027196795
"ROU","OPelag",-0.131962493456837
"ROU","OMarn",-0.13242995971688
"RUS","jbeef",0.36503512805966
"RUS","jpork",0.9999
"RUS","jpoul",0.2632452148488
"RUS","jeggs",0.00488694941404999
"RUS","jmilk",0.23689587300988
"RUS","jbarl",-0.12440377080611
"RUS","jmaiz",-0.32003601363896
"RUS","jwhea",-0.10804464205506
"RUS","jocer",-0.151218202589048
"RUS","jpota",0.00041246907441006
"RUS","jsugc",0.0629993875015999
"RUS","jsugb",0.0629993875015999
"RUS","jsugr",0.0629993875015999
"RUS","jsugrc",0.0629993875015999
"RUS","jsugrb",0.0629993875015999
"RUS","jgdol",-0.04
"RUS","jgdml",-0.04
"RUS","jrpol",-0.04
"RUS","jrpml",-0.04
"RUS","jsbol",-0.04
"RUS","jsbml",-0.04
"RUS","jsnfl",-0.0802211400737201
"RUS","jsfnt",-0.0802211400737201
"RUS","jsfol",-0.04
"RUS","jsfml",-0.04
"RUS","jpkol",-0.04
"RUS","jpkml",-0.04
"RUS","jtool",-0.04
"RUS","jtoml",-0.04
"RUS","Shrimp",-0.125885432076287
"RUS","Crust",-0.125885432076287
"RUS","Salmon",-0.126820364596372
"RUS","Tuna",-0.127755297116456
"RUS","Cobswf",-0.128222763376499
"RUS","Eelstg",-0.128690229636541
"RUS","Tilapia",-0.129157695896583
"RUS","Pangas",-0.129625162156626
"RUS","Carp",-0.130092628416668
"RUS","Mullet",-0.13056009467671
"RUS","OFrshD",-0.131027560936753
"RUS","OCarp",-0.131495027196795
"RUS","OPelag",-0.131962493456837
"RUS","OMarn",-0.13242995971688
"RWA","jbeef",0.5
"RWA","jpork",0.3
"RWA","jlamb",-0.5
"RWA","jpoul",0.3
"RWA","jeggs",0.1
"RWA","jmilk",-0.1
"RWA","jbarl",-0.06
"RWA","jmaiz",-0.06
"RWA","jmill",-0.06
"RWA","jrice",0.3
"RWA","jsorg",-0.06
"RWA","jwhea",-0.23
"RWA","jocer",-0.06
"RWA","jbean",-0.0969
"RWA","jchkp",-0.0969
"RWA","jcowp",-0.0969
"RWA","jlent",-0.0969
"RWA","jpigp",-0.0969
"RWA","jopul",-0.0969
"RWA","jbana",-0.13
"RWA","jplnt",-0.13
"RWA","jsubf",-0.13
"RWA","jtemf",-0.13
"RWA","jvege",-0.13
"RWA","jsugr",0.3
"RWA","jgrnd",-0.0969
"RWA","jgdnt",-0.0969
"RWA","jgdol",-0.07
"RWA","jgdml",-0.02
"RWA","jrpol",-0.07
"RWA","jrpml",-0.02
"RWA","jsbol",-0.07
"RWA","jsbml",-0.02
"RWA","jsfol",-0.07
"RWA","jsfml",-0.02
"RWA","jplol",-0.07
"RWA","jpkol",-0.07
"RWA","jpkml",-0.02
"RWA","jtool",-0.07
"RWA","jtoml",-0.02
"RWA","jcoco",-0.13
"RWA","jcafe",-0.13
"RWA","jcott",-0.2688
"RWA","jteas",-0.13
"RWA","jothr",-0.0969
"RWA","Shrimp",-0.172164591820478
"RWA","Crust",-0.172164591820478
"RWA","Salmon",-0.173099524340562
"RWA","Tuna",-0.174034456860647
"RWA","Cobswf",-0.174501923120689
"RWA","Eelstg",-0.174969389380732
"RWA","Tilapia",-0.175436855640774
"RWA","Pangas",-0.175904321900816
"RWA","Carp",-0.176371788160859
"RWA","Mullet",-0.176839254420901
"RWA","OFrshD",-0.177306720680943
"RWA","OCarp",-0.177774186940986
"RWA","OPelag",-0.178241653201028
"RWA","OMarn",-0.17870911946107
"SAU","jbeef",0.07
"SAU","jpork",0.02
"SAU","jlamb",0.07
"SAU","jpoul",0.02
"SAU","jeggs",0.1
"SAU","jmilk",-0.11
"SAU","jbarl",0.07
"SAU","jmaiz",0.13
"SAU","jmill",0.07
"SAU","jrice",0.07
"SAU","jsorg",0.07
"SAU","jwhea",0.07
"SAU","jocer",0.07
"SAU","jbean",0.0746
"SAU","jchkp",0.0746
"SAU","jcowp",0.0746
"SAU","jlent",0.0746
"SAU","jpigp",0.0746
"SAU","jopul",0.0746
"SAU","jbana",0.1
"SAU","jplnt",0.1
"SAU","jsubf",0.1
"SAU","jtemf",0.1
"SAU","jvege",0.1
"SAU","jsugr",0.2
"SAU","jgrnd",0.0746
"SAU","jgdnt",0.0746
"SAU","jgdol",0.18
"SAU","jgdml",0.18
"SAU","jrpol",0.18
"SAU","jrpml",0.18
"SAU","jsbol",0.18
"SAU","jsbml",0.18
"SAU","jsfol",0.18
"SAU","jsfml",0.18
"SAU","jplol",0.18
"SAU","jpkol",0.18
"SAU","jpkml",0.18
"SAU","jtool",0.18
"SAU","jtoml",0.18
"SAU","jcoco",0.1
"SAU","jcafe",0.1
"SAU","jcott",0.2068
"SAU","jteas",0.1
"SAU","jothr",0.0746
"SAU","Shrimp",-0.144116616217938
"SAU","Crust",-0.144116616217938
"SAU","Salmon",-0.145051548738023
"SAU","Tuna",-0.145986481258107
"SAU","Cobswf",-0.14645394751815
"SAU","Eelstg",-0.146921413778192
"SAU","Tilapia",-0.147388880038234
"SAU","Pangas",-0.147856346298277
"SAU","Carp",-0.148323812558319
"SAU","Mullet",-0.148791278818361
"SAU","OFrshD",-0.149258745078404
"SAU","OCarp",-0.149726211338446
"SAU","OPelag",-0.150193677598488
"SAU","OMarn",-0.150661143858531
"SDN","jbeef",0.28
"SDN","jpork",0.08
"SDN","jlamb",0.16
"SDN","jpoul",0.08
"SDN","jbarl",-0.17
"SDN","jmaiz",-0.17
"SDN","jmill",-0.17
"SDN","jrice",-0.34
"SDN","jsorg",-0.17
"SDN","jwhea",-0.29
"SDN","jocer",-0.17
"SDN","jbean",-0.1044
"SDN","jchkp",-0.1044
"SDN","jcowp",-0.1044
"SDN","jlent",-0.1044
"SDN","jpigp",-0.1044
"SDN","jopul",-0.1044
"SDN","jbana",-0.14
"SDN","jplnt",-0.14
"SDN","jsubf",-0.14
"SDN","jtemf",-0.14
"SDN","jvege",-0.14
"SDN","jsugr",0.3
"SDN","jgrnd",-0.1044
"SDN","jgdnt",-0.1044
"SDN","jgdol",-0.03
"SDN","jgdml",-0.03
"SDN","jrpol",-0.03
"SDN","jrpml",-0.03
"SDN","jsbol",-0.03
"SDN","jsbml",-0.03
"SDN","jsfol",-0.03
"SDN","jsfml",-0.03
"SDN","jplol",-0.03
"SDN","jpkol",-0.03
"SDN","jpkml",-0.03
"SDN","jtool",-0.03
"SDN","jtoml",-0.03
"SDN","jcoco",-0.14
"SDN","jcafe",-0.14
"SDN","jcott",-0.2895
"SDN","jteas",-0.14
"SDN","jothr",-0.1044
"SDN","Shrimp",-0.172164591820478
"SDN","Crust",-0.172164591820478
"SDN","Salmon",-0.173099524340562
"SDN","Tuna",-0.174034456860647
"SDN","Cobswf",-0.174501923120689
"SDN","Eelstg",-0.174969389380732
"SDN","Tilapia",-0.175436855640774
"SDN","Pangas",-0.175904321900816
"SDN","Carp",-0.176371788160859
"SDN","Mullet",-0.176839254420901
"SDN","OFrshD",-0.177306720680943
"SDN","OCarp",-0.177774186940986
"SDN","OPelag",-0.178241653201028
"SDN","OMarn",-0.17870911946107
"SEN","jbeef",0.43
"SEN","jpork",0.28
"SEN","jlamb",0.28
"SEN","jpoul",0.1
"SEN","jeggs",0.1
"SEN","jbarl",-0.23
"SEN","jmaiz",-0.23
"SEN","jmill",-0.23
"SEN","jrice",0.41
"SEN","jsorg",-0.23
"SEN","jwhea",-0.2
"SEN","jocer",-0.23
"SEN","jbean",-0.0969
"SEN","jchkp",-0.0969
"SEN","jcowp",-0.0969
"SEN","jlent",-0.0969
"SEN","jpigp",-0.0969
"SEN","jopul",-0.0969
"SEN","jbana",-0.13
"SEN","jplnt",-0.13
"SEN","jsubf",-0.13
"SEN","jtemf",-0.13
"SEN","jvege",-0.13
"SEN","jsugr",0.3
"SEN","jgrnd",-0.0969
"SEN","jgdnt",-0.0969
"SEN","jgdol",-0.07
"SEN","jgdml",-0.07
"SEN","jrpol",-0.07
"SEN","jrpml",-0.07
"SEN","jsbol",-0.07
"SEN","jsbml",-0.07
"SEN","jsfol",-0.07
"SEN","jsfml",-0.07
"SEN","jplol",-0.07
"SEN","jpkol",-0.07
"SEN","jpkml",-0.07
"SEN","jtool",-0.07
"SEN","jtoml",-0.07
"SEN","jcoco",-0.13
"SEN","jcafe",-0.13
"SEN","jcott",-0.2688
"SEN","jteas",-0.13
"SEN","jothr",-0.0969
"SEN","Shrimp",-0.153465941418785
"SEN","Crust",-0.153465941418785
"SEN","Salmon",-0.154400873938869
"SEN","Tuna",-0.155335806458954
"SEN","Cobswf",-0.155803272718996
"SEN","Eelstg",-0.156270738979039
"SEN","Tilapia",-0.156738205239081
"SEN","Pangas",-0.157205671499123
"SEN","Carp",-0.157673137759166
"SEN","Mullet",-0.158140604019208
"SEN","OFrshD",-0.15860807027925
"SEN","OCarp",-0.159075536539293
"SEN","OPelag",-0.159543002799335
"SEN","OMarn",-0.160010469059377
"SLB","jmaiz",-0.01
"SLB","jrice",-0.02
"SLB","jwhea",-0.01
"SLB","jbean",0.1119
"SLB","jchkp",0.1119
"SLB","jcowp",0.1119
"SLB","jlent",0.1119
"SLB","jpigp",0.1119
"SLB","jopul",0.1119
"SLB","jbana",0.15
"SLB","jplnt",0.15
"SLB","jsubf",0.15
"SLB","jtemf",0.15
"SLB","jvege",0.15
"SLB","jsugr",0.2
"SLB","jgrnd",0.1119
"SLB","jgdnt",0.1119
"SLB","jcoco",0.15
"SLB","jcafe",0.15
"SLB","jcott",0.3102
"SLB","jteas",0.15
"SLB","jothr",0.1119
"SLB","Shrimp",-0.181513917021324
"SLB","Crust",-0.181513917021324
"SLB","Salmon",-0.182448849541409
"SLB","Tuna",-0.183383782061494
"SLB","Cobswf",-0.183851248321536
"SLB","Eelstg",-0.184318714581578
"SLB","Tilapia",-0.184786180841621
"SLB","Pangas",-0.185253647101663
"SLB","Carp",-0.185721113361705
"SLB","Mullet",-0.186188579621748
"SLB","OFrshD",-0.18665604588179
"SLB","OCarp",-0.187123512141832
"SLB","OPelag",-0.187590978401875
"SLB","OMarn",-0.188058444661917
"SLE","jbeef",0.43
"SLE","jpork",0.28
"SLE","jlamb",0.28
"SLE","jpoul",0.1
"SLE","jeggs",0.1
"SLE","jbarl",-0.23
"SLE","jmaiz",-0.23
"SLE","jmill",-0.23
"SLE","jrice",0.41
"SLE","jsorg",-0.23
"SLE","jwhea",-0.2
"SLE","jocer",-0.23
"SLE","jbean",-0.0969
"SLE","jchkp",-0.0969
"SLE","jcowp",-0.0969
"SLE","jlent",-0.0969
"SLE","jpigp",-0.0969
"SLE","jopul",-0.0969
"SLE","jbana",-0.13
"SLE","jplnt",-0.13
"SLE","jsubf",-0.13
"SLE","jtemf",-0.13
"SLE","jvege",-0.13
"SLE","jsugr",0.3
"SLE","jgrnd",-0.0969
"SLE","jgdnt",-0.0969
"SLE","jgdol",-0.07
"SLE","jgdml",-0.07
"SLE","jrpol",-0.07
"SLE","jrpml",-0.07
"SLE","jsbol",-0.07
"SLE","jsbml",-0.07
"SLE","jsfol",-0.07
"SLE","jsfml",-0.07
"SLE","jplol",-0.07
"SLE","jpkol",-0.07
"SLE","jpkml",-0.07
"SLE","jtool",-0.07
"SLE","jtoml",-0.07
"SLE","jcoco",-0.13
"SLE","jcafe",-0.13
"SLE","jcott",-0.2688
"SLE","jteas",-0.13
"SLE","jothr",-0.0969
"SLE","Shrimp",-0.153465941418785
"SLE","Crust",-0.153465941418785
"SLE","Salmon",-0.154400873938869
"SLE","Tuna",-0.155335806458954
"SLE","Cobswf",-0.155803272718996
"SLE","Eelstg",-0.156270738979039
"SLE","Tilapia",-0.156738205239081
"SLE","Pangas",-0.157205671499123
"SLE","Carp",-0.157673137759166
"SLE","Mullet",-0.158140604019208
"SLE","OFrshD",-0.15860807027925
"SLE","OCarp",-0.159075536539293
"SLE","OPelag",-0.159543002799335
"SLE","OMarn",-0.160010469059377
"SLV","jbeef",-0.22
"SLV","jpork",-0.07
"SLV","jlamb",-0.09
"SLV","jpoul",-0.07
"SLV","jmilk",-0.42
"SLV","jmaiz",-0.04
"SLV","jrice",-0.01
"SLV","jwhea",-0.45
"SLV","jbean",0.1864
"SLV","jchkp",0.1864
"SLV","jcowp",0.1864
"SLV","jlent",0.1864
"SLV","jpigp",0.1864
"SLV","jopul",0.1864
"SLV","jbana",0.25
"SLV","jplnt",0.25
"SLV","jsubf",0.25
"SLV","jtemf",0.25
"SLV","jvege",0.25
"SLV","jsugr",0.2
"SLV","jgrnd",0.1864
"SLV","jgdnt",0.1864
"SLV","jgdol",0.28
"SLV","jgdml",0.28
"SLV","jrpsd",0.16
"SLV","jrpnt",0.16
"SLV","jrpol",0.28
"SLV","jrpml",0.28
"SLV","jsoyb",0.16
"SLV","jsbnt",0.16
"SLV","jsbol",0.28
"SLV","jsbml",0.28
"SLV","jsnfl",0.16
"SLV","jsfnt",0.16
"SLV","jsfol",0.28
"SLV","jsfml",0.28
"SLV","jpalm",0.16
"SLV","jplol",0.28
"SLV","jpkrl",0.16
"SLV","jpkol",0.28
"SLV","jpkml",0.28
"SLV","jtols",0.16
"SLV","jtont",0.16
"SLV","jtool",0.28
"SLV","jtoml",0.28
"SLV","jcoco",0.25
"SLV","jcafe",0.25
"SLV","jcott",0.5169
"SLV","jteas",0.25
"SLV","jothr",0.1864
"SLV","Shrimp",-0.0978374564737469
"SLV","Crust",-0.0978374564737469
"SLV","Salmon",-0.0987723889938319
"SLV","Tuna",-0.099707321513917
"SLV","Cobswf",-0.100174787773959
"SLV","Eelstg",-0.100642254034001
"SLV","Tilapia",-0.101109720294044
"SLV","Pangas",-0.101577186554086
"SLV","Carp",-0.102044652814128
"SLV","Mullet",-0.102512119074171
"SLV","OFrshD",-0.102979585334213
"SLV","OCarp",-0.103447051594255
"SLV","OPelag",-0.103914517854298
"SLV","OMarn",-0.10438198411434
"SOM","jbeef",0.28
"SOM","jpork",0.08
"SOM","jlamb",0.16
"SOM","jpoul",0.08
"SOM","jbarl",-0.17
"SOM","jmaiz",-0.17
"SOM","jmill",-0.17
"SOM","jrice",-0.34
"SOM","jsorg",-0.17
"SOM","jwhea",-0.29
"SOM","jocer",-0.17
"SOM","jbean",-0.1044
"SOM","jchkp",-0.1044
"SOM","jcowp",-0.1044
"SOM","jlent",-0.1044
"SOM","jpigp",-0.1044
"SOM","jopul",-0.1044
"SOM","jbana",-0.14
"SOM","jplnt",-0.14
"SOM","jsubf",-0.14
"SOM","jtemf",-0.14
"SOM","jvege",-0.14
"SOM","jsugr",0.3
"SOM","jgrnd",-0.1044
"SOM","jgdnt",-0.1044
"SOM","jgdol",-0.03
"SOM","jgdml",-0.03
"SOM","jrpol",-0.03
"SOM","jrpml",-0.03
"SOM","jsbol",-0.03
"SOM","jsbml",-0.03
"SOM","jsfol",-0.03
"SOM","jsfml",-0.03
"SOM","jplol",-0.03
"SOM","jpkol",-0.03
"SOM","jpkml",-0.03
"SOM","jtool",-0.03
"SOM","jtoml",-0.03
"SOM","jcoco",-0.14
"SOM","jcafe",-0.14
"SOM","jcott",-0.2895
"SOM","jteas",-0.14
"SOM","jothr",-0.1044
"SOM","Shrimp",-0.172164591820478
"SOM","Crust",-0.172164591820478
"SOM","Salmon",-0.173099524340562
"SOM","Tuna",-0.174034456860647
"SOM","Cobswf",-0.174501923120689
"SOM","Eelstg",-0.174969389380732
"SOM","Tilapia",-0.175436855640774
"SOM","Pangas",-0.175904321900816
"SOM","Carp",-0.176371788160859
"SOM","Mullet",-0.176839254420901
"SOM","OFrshD",-0.177306720680943
"SOM","OCarp",-0.177774186940986
"SOM","OPelag",-0.178241653201028
"SOM","OMarn",-0.17870911946107
"SPP","jbeef",0.13197405604212
"SPP","jpork",0.01713498502693
"SPP","jlamb",0.14140443815786
"SPP","jpoul",0.40014588781909
"SPP","jeggs",0.00805424075428007
"SPP","jmilk",0.00859085347854993
"SPP","jbarl",7.15169784992753E-6
"SPP","jmaiz",7.69392840993532E-6
"SPP","jmill",0.58
"SPP","jrice",0.01071406139431
"SPP","jwhea",6.79887847621075E-6
"SPP","jocer",1.04671390899203E-5
"SPP","jpota",0.10451378489025
"SPP","jtemf",0.0698634573396599
"SPP","jsugc",0.00257735710249007
"SPP","jsugb",0.00257735710249007
"SPP","jsugr",0.00257735710249007
"SPP","jsugrc",0.00257735710249007
"SPP","jsugrb",0.00257735710249007
"SPP","jgdol",0.48
"SPP","jgdml",0.48
"SPP","jrpsd",0.000331113845019937
"SPP","jrpnt",0.000331113845019937
"SPP","jrpol",0.48
"SPP","jrpml",0.48
"SPP","jsoyb",0.000278732293869988
"SPP","jsbnt",0.000278732293869988
"SPP","jsbol",0.48
"SPP","jsbml",0.48
"SPP","jsnfl",0.000346721511260029
"SPP","jsfnt",0.000346721511260029
"SPP","jsfol",0.48
"SPP","jsfml",0.48
"SPP","jpalm",0.5
"SPP","jpkrl",0.5
"SPP","jpkol",0.48
"SPP","jpkml",0.48
"SPP","jtool",0.48
"SPP","jtoml",0.48
"SPP","Shrimp",-0.35915109583741
"SPP","Crust",-0.35915109583741
"SPP","Salmon",-0.360086028357494
"SPP","Tuna",-0.361020960877579
"SPP","Cobswf",-0.361488427137621
"SPP","Eelstg",-0.361955893397664
"SPP","Tilapia",-0.362423359657706
"SPP","Pangas",-0.362890825917748
"SPP","Carp",-0.363358292177791
"SPP","Mullet",-0.363825758437833
"SPP","OFrshD",-0.364293224697875
"SPP","OCarp",-0.364760690957918
"SPP","OPelag",-0.36522815721796
"SPP","OMarn",-0.365695623478002
"SVK","jbeef",0.13197405604212
"SVK","jpork",0.01713498502693
"SVK","jlamb",0.14140443815786
"SVK","jpoul",0.40014588781909
"SVK","jeggs",0.00805424075428007
"SVK","jmilk",0.00859085347854993
"SVK","jbarl",7.15169784992753E-6
"SVK","jmaiz",7.69392840993532E-6
"SVK","jrice",0.01071406139431
"SVK","jwhea",6.79887847621075E-6
"SVK","jocer",1.04671390899203E-5
"SVK","jpota",0.10451378489025
"SVK","jtemf",0.0698634573396599
"SVK","jsugc",0.00257735710249007
"SVK","jsugb",0.00257735710249007
"SVK","jsugr",0.00257735710249007
"SVK","jsugrc",0.00257735710249007
"SVK","jsugrb",0.00257735710249007
"SVK","jgdol",-0.09
"SVK","jgdml",-0.09
"SVK","jrpsd",0.000331113845019937
"SVK","jrpnt",0.000331113845019937
"SVK","jrpol",-0.09
"SVK","jrpml",-0.09
"SVK","jsoyb",0.000278732293869988
"SVK","jsbnt",0.000278732293869988
"SVK","jsbol",-0.09
"SVK","jsbml",-0.09
"SVK","jsnfl",0.000346721511260029
"SVK","jsfnt",0.000346721511260029
"SVK","jsfol",-0.09
"SVK","jsfml",-0.09
"SVK","jpkol",-0.09
"SVK","jpkml",-0.09
"SVK","jtool",-0.09
"SVK","jtoml",-0.09
"SVK","Shrimp",-0.125885432076287
"SVK","Crust",-0.125885432076287
"SVK","Salmon",-0.126820364596372
"SVK","Tuna",-0.127755297116456
"SVK","Cobswf",-0.128222763376499
"SVK","Eelstg",-0.128690229636541
"SVK","Tilapia",-0.129157695896583
"SVK","Pangas",-0.129625162156626
"SVK","Carp",-0.130092628416668
"SVK","Mullet",-0.13056009467671
"SVK","OFrshD",-0.131027560936753
"SVK","OCarp",-0.131495027196795
"SVK","OPelag",-0.131962493456837
"SVK","OMarn",-0.13242995971688
"SVN","jbeef",0.13197405604212
"SVN","jpork",0.01713498502693
"SVN","jlamb",0.14140443815786
"SVN","jpoul",0.40014588781909
"SVN","jeggs",0.00805424075428007
"SVN","jmilk",0.00859085347854993
"SVN","jbarl",7.15169784992753E-6
"SVN","jmaiz",7.69392840993532E-6
"SVN","jrice",0.01071406139431
"SVN","jwhea",6.79887847621075E-6
"SVN","jocer",1.04671390899203E-5
"SVN","jpota",0.10451378489025
"SVN","jtemf",0.0698634573396599
"SVN","jsugc",0.00257735710249007
"SVN","jsugb",0.00257735710249007
"SVN","jsugr",0.00257735710249007
"SVN","jsugrc",0.00257735710249007
"SVN","jsugrb",0.00257735710249007
"SVN","jgdol",-0.09
"SVN","jgdml",-0.09
"SVN","jrpsd",0.000331113845019937
"SVN","jrpnt",0.000331113845019937
"SVN","jrpol",-0.09
"SVN","jrpml",-0.09
"SVN","jsoyb",0.000278732293869988
"SVN","jsbnt",0.000278732293869988
"SVN","jsbol",-0.09
"SVN","jsbml",-0.09
"SVN","jsnfl",0.000346721511260029
"SVN","jsfnt",0.000346721511260029
"SVN","jsfol",-0.09
"SVN","jsfml",-0.09
"SVN","jpkol",-0.09
"SVN","jpkml",-0.09
"SVN","jtool",-0.09
"SVN","jtoml",-0.09
"SVN","Shrimp",-0.125885432076287
"SVN","Crust",-0.125885432076287
"SVN","Salmon",-0.126820364596372
"SVN","Tuna",-0.127755297116456
"SVN","Cobswf",-0.128222763376499
"SVN","Eelstg",-0.128690229636541
"SVN","Tilapia",-0.129157695896583
"SVN","Pangas",-0.129625162156626
"SVN","Carp",-0.130092628416668
"SVN","Mullet",-0.13056009467671
"SVN","OFrshD",-0.131027560936753
"SVN","OCarp",-0.131495027196795
"SVN","OPelag",-0.131962493456837
"SVN","OMarn",-0.13242995971688
"SWE","jbeef",0.13197405604212
"SWE","jpork",0.01713498502693
"SWE","jlamb",0.14140443815786
"SWE","jpoul",0.40014588781909
"SWE","jeggs",0.00805424075428007
"SWE","jmilk",0.00859085347854993
"SWE","jbarl",7.15169784992753E-6
"SWE","jmaiz",7.69392840993532E-6
"SWE","jmill",0.58
"SWE","jrice",0.01071406139431
"SWE","jwhea",6.79887847621075E-6
"SWE","jocer",1.04671390899203E-5
"SWE","jpota",0.10451378489025
"SWE","jtemf",0.0698634573396599
"SWE","jsugc",0.00257735710249007
"SWE","jsugb",0.00257735710249007
"SWE","jsugr",0.00257735710249007
"SWE","jsugrc",0.00257735710249007
"SWE","jsugrb",0.00257735710249007
"SWE","jgdol",0.48
"SWE","jgdml",0.48
"SWE","jrpsd",0.000331113845019937
"SWE","jrpnt",0.000331113845019937
"SWE","jrpol",0.48
"SWE","jrpml",0.48
"SWE","jsoyb",0.000278732293869988
"SWE","jsbnt",0.000278732293869988
"SWE","jsbol",0.48
"SWE","jsbml",0.48
"SWE","jsnfl",0.000346721511260029
"SWE","jsfnt",0.000346721511260029
"SWE","jsfol",0.48
"SWE","jsfml",0.48
"SWE","jpalm",0.5
"SWE","jpkrl",0.5
"SWE","jpkol",0.48
"SWE","jpkml",0.48
"SWE","jtool",0.48
"SWE","jtoml",0.48
"SWE","Shrimp",-0.428940576708617
"SWE","Crust",-0.428940576708617
"SWE","Salmon",-0.430810441748787
"SWE","Tuna",-0.432680306788956
"SWE","Cobswf",-0.433615239309041
"SWE","Eelstg",-0.434550171829125
"SWE","Tilapia",-0.43548510434921
"SWE","Pangas",-0.436420036869295
"SWE","Carp",-0.437354969389379
"SWE","Mullet",-0.438289901909464
"SWE","OFrshD",-0.439224834429549
"SWE","OCarp",-0.440159766949633
"SWE","OPelag",-0.441094699469718
"SWE","OMarn",-0.442029631989803
"SWZ","jbeef",0.24
"SWZ","jeggs",0.09
"SWZ","jmilk",-0.29
"SWZ","jbarl",-0.2
"SWZ","jmaiz",-0.2
"SWZ","jmill",-0.2
"SWZ","jrice",0.12
"SWZ","jsorg",-0.2
"SWZ","jwhea",-0.25
"SWZ","jocer",-0.2
"SWZ","jbean",-0.0522
"SWZ","jchkp",-0.0522
"SWZ","jcowp",-0.0522
"SWZ","jlent",-0.0522
"SWZ","jpigp",-0.0522
"SWZ","jopul",-0.0522
"SWZ","jbana",-0.07
"SWZ","jplnt",-0.07
"SWZ","jsubf",-0.07
